intent,utterance,type,example
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) lấy mấy điểm,indirect,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_score_formula,Cách tính điểm xét tuyển khi có môn Vẽ Mỹ thuật như thế nào,direct,
ask_score_formula,Không có môn Vẽ thì tính điểm xét tuyển ra sao,direct,
ask_score_formula,"Công thức tính điểm cho tổ hợp V00, V02, V10",indirect,
ask_major_intro,,,Ngành Công nghệ thông tin học gì?
ask_major_intro,,,Giới thiệu ngành Kiến trúc
ask_major_intro,,,Ngành Xây dựng có những môn gì?
ask_career_opportunity,,,Ngành CNTT ra trường làm gì?
ask_career_opportunity,,,Cơ hội việc làm ngành Kinh tế xây dựng
ask_career_opportunity,,,Sau khi học Kiến trúc có thể làm nghề gì?
hoi_dieu_kien,Có cách ra sao vào ngành Công nghệ thông tin dễ hơn không?,indirect,
hoi_to_hop_mon,Tổ hợp môn nào xét vào ngành học Công nghệ thông tin?,direct,
hoi_diem_san,Theo bạn thì bộ môn Quản lý xây dựng có khó đỗ không?,indirect,
hoi_phuong_thuc,Tổ hợp môn nào xét vào ngành Công nghệ thông tin?,direct,
hoi_chi_tieu,Ngành Quản lý xây dựng thì có xét học bạ không? ạ,followup,
fallback,Tổ hợp môn gì xét vào ngành Công nghệ thông tin?,direct,
hoi_nganh_hoc,Trường mình đại học có những chuyên ngành thế nào,direct,
chao_hoi,Ngành Khoa học Máy tính thì có xét học bạ không? vậy,followup,
hoi_thoi_gian_dk,Theo bạn thì ngành Logistics có khó đỗ không?,indirect,
hoi_chung_chi_nn,Theo bạn thì ngành Công nghệ thông tin có khó đỗ không? nhé,indirect,
ask_major_info,Điểm chuẩn ngành 7510605 năm nay là bao nhiêu?,direct,
ask_admission_method,Trường có xét theo PT_THPT không,direct,
ask_subject_combination,Ngành nào xét A00,direct,
ask_deadline,Thời gian DK_HOCBA_2025 là khi nào,direct,
ask_fee,Học phí HP_CHINHQUY_2025 là bao nhiêu,direct,
ask_condition,Điều kiện HB_18_55 cụ thể là gì,direct,
ask_previous_score,Điểm chuẩn ngành Kiến trúc năm 2020 là bao nhiêu,direct,
ask_score_formula,Cách tính điểm xét tuyển khi có môn Vẽ Mỹ thuật như thế nào,direct,
ask_major_intro,,,Ngành Công nghệ thông tin học gì?
ask_major_intro,,,Giới thiệu ngành Kiến trúc
ask_major_intro,,,Ngành Xây dựng có những môn gì?
ask_career_opportunity,,,Ngành CNTT ra trường làm gì?
ask_career_opportunity,,,Cơ hội việc làm ngành Kinh tế xây dựng
ask_career_opportunity,,,Sau khi học Kiến trúc có thể làm nghề gì?
ask_floor_score,,,Điểm sàn ngành Công nghệ thông tin năm 2025 là bao nhiêu?
ask_floor_score,,,Ngưỡng nhận hồ sơ A00 cho Kinh tế xây dựng?
ask_floor_score,,,Điểm sàn theo phương thức V-SAT ngành Kiến trúc?
ask_quota_by_method,,,Chỉ tiêu 2025 của ngành CNTT theo học bạ là bao nhiêu?
ask_quota_by_method,,,Kinh tế xây dựng lấy bao nhiêu chỉ tiêu theo thi THPT?
ask_schedule_by_method,,,Lịch đăng ký V-SAT năm 2025 khi nào?
ask_schedule_by_method,,,Ưu tiên xét tuyển nộp hồ sơ từ ngày nào?
ask_apply_channel,,,Đăng ký V-SAT ở đâu?
ask_apply_channel,,,Link nộp ưu tiên xét tuyển của HUCE?
ask_method_condition,,,Điều kiện tuyển thẳng của HUCE là gì?
ask_method_condition,,,Ưu tiên xét tuyển cần minh chứng gì?
ask_certificate_mapping,,,IELTS 5.5 được quy đổi thế nào?
ask_certificate_mapping,,,Điểm ưu tiên khu vực được cộng bao nhiêu?
ask_fee_program,,,Học phí chương trình CLC năm 2025-2026 bao nhiêu?
ask_fee_program,,,Vừa học vừa làm học phí tính thế nào?
ask_scholarship_internal,,,Có những học bổng nội bộ nào ở HUCE?
ask_scholarship_internal,,,Học bổng Đỗ Quốc Sam trị giá bao nhiêu?
ask_scholarship_international,,,HUCE có học bổng Chevening không?
ask_scholarship_international,,,MEXT yêu cầu ngoại ngữ gì?
ask_faq_generic,,,Hồ sơ xét tuyển gồm những gì?
ask_faq_generic,,,Cách đổi nguyện vọng thế nào?
ask_major_intro,,,Ngành CNTT học gì?
